0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,date
0.930729355,1.226320261,0.943413254,0.980628861,1.006531969,0.903827408,0.895814572,1.314149297,1.229601463,1.254925088,1.283269799,1.026382321,1.01489457,1.121249192,1.13570131,0.878868463,0.931510962,0.950304528,0.961888105,0.946371995,1.066866953,1.057189257,1.167205589,0.021967994,0.014460627,-0.015670107,0.015109872,-0.00536402,0.039498423,-0.007166265,0.154070486,-0.042241455,0.106735463,0.114314755,-0.004687616,-0.023016886,0.123228098,0.195503535,2.642876534,0.090659625,2,7/16/18
0.921141779,1.200254057,1.001126889,0.990450773,0.99940663,0.971739414,0.908582524,1.209610388,1.342345079,1.302531807,1.237262107,0.97964291,1.105985034,0.007351519,0.015359954,0.009244849,0.000780959,-0.001174887,0.003786598,-0.000416059,0.006411352,0.003598121,0.01652008,0.005250149,0.014296267,-0.025907858,0.03368317,0.063456419,0.040481684,0.072120514,0.120205663,0.122585588,-0.062300532,0.092928415,0.128052218,0.087437198,-0.025043185,0.191436222,2.466302398,0.186939478,2,7/16/18
0.883558192,1.116157423,0.931847468,0.880167703,0.892163515,0.917462438,0.924008923,1.272478975,1.171512393,1.215086126,1.134757936,0.953928459,1.065173439,1.175358655,1.140622029,0.869325169,0.934908239,1.005647009,0.92931461,0.879312847,1.124047971,1.047717594,1.175475079,1.237192338,0.828048048,0.947890109,0.739231894,1.09241657,0.790770802,0.793220001,0.889687089,0.915530597,0.880116135,0.942322933,1.094612756,0.94654,1.016723038,1.195492811,0,0,1,7/16/18
0.522574287,0.878828056,0.961336655,0.953158033,1.136735213,1.038624179,1.061165262,0.938813667,0.91314397,0.835932599,0.8793894,0.89521487,1.022893787,1.148446244,1.127048135,1.053745273,1.160859906,0.882518741,1.017759185,1.173654875,1.134183194,1.164711435,1.119461347,0.002164992,0.009208864,0.004044355,0.015103818,-0.003169182,0.012653822,0.019772912,0.009630127,0.005783305,0.035801036,0.004172534,0.057919169,0.041934707,0.040027859,0.073544374,0.15012462,-0.110393929,2,9/9/19
0.780811018,0.730081537,1.093807171,0.811725562,0.949341358,0.791796587,1.061882516,1.010425475,0.842155468,0.896298995,1.148792861,1.042679193,1.16909707,1.005000493,1.264381612,0.912312614,0.847496629,1.098421275,0.964010022,1.12112047,1.089057574,1.182041638,1.081443913,1.036855076,1.020411931,1.364829523,1.104030515,1.285056019,1.077543865,0.897033573,0.714232447,0.760307527,1.164093633,0.828664647,0.928968164,1.040691793,0.983265002,0.632958456,0.001998295,0.434399589,1,4/23/19
3.611211293,2.21063205,1.847092002,2.228163127,0.110987261,0.000277716,0.060454678,0.027855343,0.003821942,-0.008765895,0.060531348,0.005978802,0.008561775,0.023793456,0.026747038,0.03101481,0.017600142,0.00705318,0.069894748,0.005503851,0.03090642,-0.020890816,-0.017023386,0.026581627,-0.002712585,0.023141157,0.027528113,0.00629664,0.004807973,0.001707687,0.011276384,0.005967987,0.010577686,-0.000342555,0.003644603,0.008850205,0.017253264,0.012634391,-0.115410156,0.173007871,2,3/9/19
0.402596911,0.222293589,0.208541897,0.239373922,0.256509572,0.27812051,0.236602824,0.246498837,0.204995382,0.188321804,0.224864208,0.202534827,0.202153258,0.219674031,0.239559322,0.230127617,0.243652186,0.209071683,0.213610323,0.020189586,0.010017555,0.009254949,0.024139164,0.021193573,-0.010383836,0.007262895,0.005396817,0.009696242,0.00279948,0.00347407,0.011989284,0.010596333,0.011216926,0.015174253,0.004212781,0.00231489,0.005494602,0.004560423,0.115154145,0.342221394,2,3/9/19
0,2.807307301,2.554917634,3.224199368,3.307899156,3.473708345,2.866895594,2.981146639,2.552939203,2.303489581,2.698170639,2.483507456,2.457201292,2.523571868,2.891139697,2.671574675,2.718495118,2.395546354,2.454471922,2.730887461,0.001226439,0.009024798,0.029133687,0.012939804,0.011800707,0.011418329,-0.005858139,0.009542633,0.003325289,0.005509675,0.003013125,0.004286098,0.003964789,0.009330255,-0.003586406,0.008897467,0.003490646,0.019025191,-0.088515303,0.515144788,2,3/9/19
1.30567672,1.171953708,1.280890428,0.904109637,1.063194682,0.946100549,1.051766175,1.042694764,0.794922372,0.90130633,1.132737704,0.860732731,1.106127689,0.936101214,0.980828851,0.807330772,0.95330985,1.098924771,1.192741421,0.990463943,0.837585376,0.996383769,0.908180745,0.953093653,1.045293777,0.987736546,1.118367821,1.048189514,1.051716244,1.133198192,1.055491838,1.08971246,0.924675071,1.207809416,1.192710193,0.953213095,1.183151585,1.274956657,1.210858235,2.024320329,1,10/8/18
0,0.000328214,0,0,0,0,0.030399819,0.201330085,0.166804413,0.08569027,0.237265106,0.295069973,0.312808754,0.27613002,0.278676206,0.290668965,0.318362933,0.387991048,0.382755517,0.354462854,0.443796266,0.408169408,0.354708783,0.501723501,0.544492411,0.440448177,0.60195928,0.591123261,0.608662547,0.622998974,0.66618807,0.941672748,1.077731745,1.02151028,1.057120242,0.976705558,1.079132938,1.017450187,1.13874061,1.013033813,1,12/26/19
